scopeId,FAILURE_REASON,entityId,userId,createdOn,versionNumber,modifiedOn,cancelControl,submitterId,name,cancelRequested,objectId,status,canCancel,teamId,ci,spearman,team,f1,average_AUC,pearson,rmse
9614078,,syn17023861,3379965,1541589931930,1,1541590209431,"{""submissionId"":""9682517"",""userId"":""3379965"",""canCancel"":false,""cancelRequested"":false}",3379965,round_1_template_2.csv,false,9682517,SCORED,false,NA,0.5164,0.114,peng Yue,0.0993,0.5749,0.1409,1.2502
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17023610,3336728,1541639313329,1,1541639403892,"{""submissionId"":""9682525"",""userId"":""3336728"",""canCancel"":false,""cancelRequested"":false}",3377646,TEST1116,false,9682525,INVALID,false,3377646,NA,NA,NA,NA,NA,NA,NA
9614078,,syn17024782,3336728,1541641026318,1,1541641206870,"{""submissionId"":""9682526"",""userId"":""3336728"",""canCancel"":false,""cancelRequested"":false}",3377646,round_1_template.csv,false,9682526,SCORED,false,3377646,0.5287,0.1092,Q.E.D,0.0292,0.5253,0.0937,1.5116
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17024784,3380306,1541652544281,1,1541652603978,"{""submissionId"":""9682527"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,BBAB,false,9682527,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17024786,3380306,1541653307057,1,1541653503122,"{""submissionId"":""9682528"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,BBAB2,false,9682528,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17024788,3380306,1541654802972,1,1541655003463,"{""submissionId"":""9682529"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,BBAB3,false,9682529,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17024790,3380306,1541657368520,1,1541657403213,"{""submissionId"":""9682530"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,BBAB4,false,9682530,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17024794,3380306,1541658308587,1,1541658604210,"{""submissionId"":""9682531"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,BBAB5,false,9682531,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17024816,3380306,1541682191842,1,1541682603628,"{""submissionId"":""9682532"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,BBBB,false,9682532,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
9614078,Error reading in submission file: Invalid file path or buffer object type: <type 'NoneType'>,syn17024818,3380306,1541683421653,1,1541683803950,"{""submissionId"":""9682533"",""userId"":""3380306"",""canCancel"":false,""cancelRequested"":false}",3380306,PRAY,false,9682533,INVALID,false,NA,NA,NA,NA,NA,NA,NA,NA
