auc,bayes,ci,createdOn,f1,met_cutoff,name,objectId,pearson,rmse,spearman,submitterId,team,userId
0.559000667838869,,0.528365065106512,1548431695351,0.0940240636857031,true,round1template.csv,9684567,0.0737234480274582,1.22818612580826,0.0761247781381422,3383197,,3383197
0.695095003969056,,0.608516507010972,1548480812850,0.419715927744136,false,round_1b_n121_0126.csv,9684580,0.336874153183096,1.16051589419581,0.307325213595287,3361565,,3378959
0.686445864536361,,0.627744174523248,1548488894837,0.458818083220961,true,round1_mf,9684581,0.330208076620475,1.25884135121974,0.336102695828599,3383766,,3383766
,,,1548501277854,,,20190125,9684582,,,,3324878,,3321703
0.669156540200403,,0.604024576913429,1548505967103,0.441751004126754,true,baseline_3,9684583,0.343410455946519,1.17093046871023,0.305502934946588,3383422,,3383422
0.689519204182754,,0.63429949744707,1548529754264,0.285276120420425,true,20190125_2,9684584,0.387756902779437,1.1123858623627,0.382225630908629,3324878,,3321703
0.674073379591087,,0.616756691137999,1548559292506,0.404297028895514,false,round_1b_n121_0127.csv,9684585,0.362944553517267,1.1551675742529,0.316842260666881,3361565,,3378959
0.579263209849515,,0.568217741091024,1548613868676,0.175766415866498,false,round1b_preds_cnct1016010555.csv,9684586,0.187533011953749,1.35938350811477,0.184082475853801,3379179,,3379179
,,,1548685330887,,,submission28_1,9684603,,,,3380843,,3379682
,,,1548685582533,,,submission28_1,9684604,,,,3380843,,3379682
,,,1548685742802,,,sub1,9684605,,,,3380843,,3379682
0.547841649343249,,0.532493360469549,1548686031461,0.0,true,sub1,9684606,0.0815011921650547,9.73045503357545,0.0836403667114807,3380843,,3379682
,,,1548703415263,,,SIB_36_submission3,9684611,,,,3379428,,3379191
0.683740189891132,,0.641660795558938,1548703684093,0.0380214247774921,true,SIB_36_submission3,9684612,0.369899643731851,1.25000784131721,0.395500697339709,3379428,,3379191
0.575114090955879,,0.549143656521107,1548713032411,0.363917399052837,true,Leon_X_01.csv,9684613,0.205404689472143,1.28821044632097,0.144936524433884,3330902,,3330902
0.642175002082089,,0.597008121091787,1548713111341,0.298430738273717,true,TW_No_1_01.csv,9684614,0.303379348450979,1.36642585656956,0.240418956101314,1946958,,1946958
0.556007203569783,,0.561446776617075,1548713773010,0.190552390025655,true,Noel_1003_01.csv,9684615,0.166899531839073,1.49299447633109,0.142565910050697,3331369,,3331369
0.548770682559596,,0.549063858580979,1548716444775,0.112828235382637,false,Subcor,9684616,0.0758595867064653,1.54274136552735,0.13683408129484,3380843,,3363913
0.437968282536753,,0.462230232285294,1548721703084,0.0,true,1b submission with combined model,9684617,-0.10676927189771,1.33553413333391,-0.0812857899162807,3378773,,3378774
0.683523411469717,,0.652309250397467,1548761914431,0.216407014135473,false,SIB36_submisson4,9684626,0.330210823942662,1.23743031489962,0.380105949189555,3379428,,3379191
0.595086487703477,,0.563722472917614,1548778485117,0.20193199024533,false,round1b_preds_cnct31452450.csv,9684634,0.189200890753715,1.37484955357942,0.161728224841785,3379179,,3379179
,,,1548778657693,,,idg_kinase_simple_pinn2,9684635,,,,3371544,,3350684
0.652907173367347,,0.628203652424214,1548779103980,0.380480929151899,false,idg_kinase_simple_pinn2,9684636,0.287971470690323,1.17010691694751,0.35189338055215,3371544,,3350684
0.559711622079998,,0.528969024132538,1548806595546,0.203749060693363,false,submission29_1,9684640,0.104658041774844,1.39278791540677,0.124535303608553,3380843,,3379682
0.518701240474131,,0.518192715899003,1548842418957,0.213462790916693,true,Ilovebio_20190130,9684659,0.0653896598202435,1.27805563314153,0.068129309327183,3385078,,3385078
0.684397000254321,,0.624566170690068,1548870849559,0.428533346319044,true,Jan30_submission.tsv,9684675,0.382047133011316,1.13234349274054,0.333191524503484,3319559,,3319559
0.651011762063062,,0.622907986169752,1548883921355,0.245077357774625,false,idg_kinase_simple_pinn3.csv,9684676,0.305415165261601,1.16653674232286,0.330323886017301,3371544,,3350684
0.675335662392066,,0.611642770581579,1548946961112,0.439208439318844,false,baseline3,9684749,0.318504143802878,1.15877429201047,0.296906782957237,3383422,,3383422
,,,1548956205075,,,submission31_1,9684750,,,,3380843,,3379682
0.519336396937576,,0.502141916124527,1548969599180,0.187500622159874,true,round1b_submission_rf.csv,9684755,0.0159387469755281,1.41710486839651,-0.00450842911127497,3379209,,3378974
,,,1549017479203,,,submission2.csv,9684804,,,,3383197,,3383197
0.55398107404355,,0.5350875786928,1549017868146,0.461339577488407,false,submission2.csv,9684805,0.0787757245771864,1.22323046285298,0.0976178483368746,3383197,,3383197
0.65326092338202,,0.6065260480423,1549028308856,0.437815761522272,false,baseline3_1,9684806,0.33292420135354,1.18334205045543,0.295267321640373,3383422,,3383422
0.658432978863438,,0.627198727673095,1549036173261,0.200687267167317,false,idg_kinase_simple_pinn4,9684808,0.294481748874471,1.16623500390965,0.366152353710912,3371544,,3350684
0.632918954679492,,0.604062808165467,1549057519772,0.350176623496304,true,Noel_1003_02.csv,9684810,0.33073653569338,1.49196573956291,0.310488689828883,3331369,,3331369
0.668911716315458,,0.654276105970471,1549058740032,0.4530664581163,true,Leon_X_02.csv,9684811,0.398860063549059,1.28108010668707,0.402106310697103,3330902,,3330902
0.617913232349793,,0.57552724765635,1549076949690,0.206232689849203,true,20190202,9684812,0.219302065382401,1.27573039503964,0.183259878710173,3385078,,3385078
0.643650144925678,,0.606226332672033,1549089868293,0.419937975894197,true,20190202,9684814,0.290591492968002,1.1821524683753,0.272506876218328,3383440,,3383440
0.641941853664839,,0.629255402919092,1549127345784,0.510335816025733,false,round1b_k-sep-bigrams_v1-2.csv,9684821,0.27438321181625,1.17073074437599,0.330483055832162,3371544,,3379820
0.67845573904934,,0.62445694049753,1549167590790,0.342681881717674,true,round_1_template_01.csv,9684836,0.359771129429365,1.21591910777953,0.350204312480967,1946958,,1946958
,,,1549167983229,,,round_1b_01.csv,9684837,,,,3331369,,3331369
0.690641170151459,,0.641712569084898,1549168314554,0.45264076636942,false,pki lab 4.csv,9684838,0.40675869973233,1.22193734514279,0.396559542951907,3330902,,3330902
0.583258167715922,,0.526029500861681,1549179909579,0.272613289689255,true,first nn approach poc,9684839,0.107281334539157,1.3873521752094,0.0606156047144888,3380028,,3380021
0.653040455654087,,0.624308758192868,1549180792333,0.500216207925638,false,round1b_k-sep-bigrams_v1-3.csv,9684840,0.345781218602752,1.14127437894809,0.345279669689597,3371544,,3379820
0.700816057308265,,0.650223462243599,1549212673144,0.336878375281612,true,submission 2.csv,9684841,0.401507938682791,1.19308775521869,0.402516020342881,3331369,,3331369
0.669029808069448,,0.632060841969458,1549255512306,0.345363144500545,false,round_1_template_02.csv,9684847,0.368491549942749,1.21792899162082,0.362941256407234,1946958,,1946958
0.687928832153451,,0.650241902292746,1549255651129,0.445784484523889,false,pki lab 5.csv,9684848,0.380521069463889,1.14441980525525,0.394742349841581,3330902,,3330902
0.614354402991267,,0.560572928064575,1549273924791,0.279024489763638,true,02_04_2019_fr_nc_submission_prio_5.0,9684849,0.206741960356777,1.20256148585674,0.212952717887319,3380028,,3380021
0.577363094135858,,0.558747446055026,1549299452686,0.171578509285257,false,fpcnct238478410944.csv,9684850,0.200691450895056,1.37301283241304,0.197068244967713,3379179,,3379179
,,,1549471841346,,,idg_kinase_simple_fs_pinn5,9684897,,,,3350684,,3350684
,,,1549472718826,,,idg_kinase_simple_fs_pinn5,9684898,,,,3350684,,3350684
,,,1549472818945,,,idg_kinase_simple_fs_pinn5,9684899,,,,3371544,,3350684
0.623690449285284,NA,0.604503804773698,1549483296806,0.21405795120901,true,idg_kinase_simple_fs_pinn5,9684906,0.301319832629624,1.20562900706532,0.261760704365764,3350684,,3350684
0.642180823982957,1.64410364886304,0.615052599690826,1549495844646,0.406631864138979,false,pinn2,9684912,0.276243686847802,1.185000985388,0.289221299584201,3350684,,3350684
0.707541241938125,108.89010989011,0.649141273284612,1549562397237,0.357248584779682,false,np.random.random,9684939,0.364341248505374,1.15873104337048,0.395632015337701,3324878,,3321703
0.660642204747847,36.593984962406,0.61101057254005,1549872759619,0.432716154114747,false,baseline_4,9685123,0.326942490536178,1.15260318971473,0.293608487029127,3383422,,3383422
0.553025429253156,NA,0.530517502839108,1549874052811,0.285889571862826,true,DMIS_190211,9685125,0.0905314471044526,1.57149990039721,0.0812541912853904,3384382,,3330875
0.662679043305221,27.735632183908,0.599692333745559,1549880001234,0.183950732584386,false,20190211,9685126,0.285360856308694,1.20028029902848,0.291159980273941,3383440,,3383440
0.669942564801449,Inf,0.622987035251335,1549896360304,0.120524073793494,false,pinn1_2,9685127,0.276203344021492,1.15956504895435,0.335026900367061,3371544,,3350684
0.683595637567128,58.5238095238095,0.634623788887807,1549909040680,0.42523130787255,false,Feb11_submission.tsv,9685139,0.370405295272026,1.1163953419763,0.331448469273484,3319559,,3319559
0.596280375670804,118.047619047619,0.584121301713506,1549960866980,0.290857561337226,true,190212,9685151,0.179145336775252,1.34342808221861,0.233436947320846,3384382,,3330875
0.645564191453795,119.481927710843,0.591185966996241,1549971653475,0.192731325389477,false,20190212,9685152,0.324794626642532,1.18909924567328,0.248156710720769,3383440,,3383440
0.547319688497038,30.4465408805031,0.533712783376851,1549986480096,0.138344662582483,false,sub12_2,9685153,0.0991911435328471,1.41687249251207,0.108292457695471,3380843,,3379682
0.651463089500334,Inf,0.606456110975697,1549988840804,0.443825110118681,false,baseline_20190213,9685154,0.306983260951716,1.16159064950869,0.285714890984677,3383422,,3383422
0.581067981314429,NA,0.558100636417244,1550007926041,0.0689846997834907,true,Dream_round_1_resultfinal.csv,9685158,0.116697462716919,1.48194116065152,0.142960907714328,3382909,,3382909
0.652278282241157,Inf,0.606825724127316,1550032854533,0.462581406907904,false,baseline_20190213,9685185,0.296780663006825,1.16888091672293,0.302839613283099,3383422,,3383422
0.582888724342068,17.7617260787992,0.568005116861859,1550055567488,0.172073324856003,true,13_2,9685186,0.170921464568562,1.28198894366008,0.202732939351815,3380843,,3379682
0.555148016341683,20.7864923747277,0.5371739611723,1550075202434,0.30255452372384,false,submission3.csv,9685197,0.0646534087210741,1.24385726173614,0.0919980088194924,3383197,,3383197
0.591542814008613,NA,0.574973807192507,1550090982806,0.0,true,PING_DevTrain,9685214,0.199582193802625,1.60762051202488,0.184875837503717,3378762,,3323762
0.56208536557389,NA,0.535591125905536,1550113119101,0.304765059787381,true,version_20190213,9685215,0.0812234033399988,1.35966882986356,0.0852517601417506,3385627,,3385627
0.665169232460294,999,0.594728775788268,1550131143902,0.463211584973408,false,baseline_4,9685216,0.313541112011183,1.17011492088456,0.310289256059619,3383422,,3383422
,,,1550132623865,,,20190214,9685217,,,,3383440,,3383440
0.576263311019546,45.0829493087558,0.572216433646746,1550147371409,0.180942405923242,false,sub14_2,9685218,0.177098785916858,1.30354324489758,0.212597198768099,3380843,,3379682
0.617657045998724,Inf,0.587843033293351,1550167408351,0.116719903312298,false,XGB_500trees_2000ftrs.csv,9685222,0.208310358690238,1.59265941290743,0.244870619030595,3380939,,3331315
0.663811365112758,80.3008130081301,0.613328699550263,1550194331975,0.443833872288972,false,baseline_20190215,9685232,0.301008440791126,1.15399309675562,0.249192750128849,3383422,,3383422
0.657140711743633,3.65983224603914,0.608719223216885,1550196370568,0.402981579824074,false,round1_final_results_baseline_20190214.csv,9685233,0.307628669755349,1.19411033195996,0.263728763050351,3383440,,3383440
0.628219029477926,3.71253534401508,0.580120738467851,1550198105140,0.417335037170333,true,round1_final_results_baseline_20190214_cv5_median_iter200.csv,9685234,0.243728277577661,1.19700319526443,0.225461029378785,3384808,,3384808
0.557754348990913,1.33918128654971,0.548736253940001,1550215924669,0.308128110037882,false,version_190215,9685235,0.0750274987633404,1.26179302279439,0.092710421139369,3385627,,3385627
0.631264170538835,Inf,0.586118429602544,1550244995504,0.0522516318365153,false,XGB_500trees_2000ftrs_full.csv,9685236,0.217769285963999,1.55471940529119,0.230309921366966,3380939,,3331315
0.413565688334981,NA,0.435616734469277,1550252048052,0.0,true,round_1_template.csv,9685237,-0.219789485759757,1.41596854981138,-0.176896902548468,3380543,,3380543
0.586042574613963,31.4675324675325,0.573948709260381,1550253311639,0.0,false,PING_1e5,9685238,0.193886356795222,1.55780809515518,0.204963925321748,3378762,,3323762
,,,1550336204259,,,round_1b_2.csv,9685240,,,,3380543,,3380543
,,,1550408068665,,,round_1b_2.csv,9685241,,,,3380543,,3380543
0.578292532494288,21.5733634311512,0.573471001453196,1550432026457,0.0525251640795715,false,DFT_PSSM,9685242,0.188939159239628,1.33923301982157,0.188274690518221,3378762,,3323762
0.670617940740861,12.7931034482759,0.611787238156806,1550472853556,0.352231165448607,true,r1_190218.csv,9685243,0.289418936631555,1.23541788916635,0.313936042597099,3384382,,3330875
0.460845268649014,7.9126559714795,0.447408572909738,1550498113407,0.226805488030482,true,round_1b_2.csv,9685247,-0.126501498341923,1.39478478968068,-0.140607809394362,3380543,,3380543
0.67736584877269,Inf,0.617358485906776,1550558573646,0.188278958728217,false,r1_190219,9685257,0.294194286669424,1.22750314353265,0.281006545048681,3384382,,3330504
0.664374003758311,108.89010989011,0.624685214927703,1550594643895,0.256759594445444,false,idg_kinase_simple_pinn6,9685267,0.290829259776906,1.1813174574126,0.329808248018532,3371544,,3350684
0.663278176154329,177.571428571429,0.6243227739518,1550654246331,0.433824150714473,false,baseline_20190220,9685274,0.276713747036515,1.16375346722676,0.263063404869828,3383422,,3383422
0.637624030720996,11.9032258064516,0.586692569580807,1550660678549,0.400911746621395,false,version_190220,9685275,0.322830894707225,1.20647321540575,0.273720738520855,3383440,,3383440
0.623538036510884,665.666666666667,0.587791386420345,1550665416533,0.395904761579936,false,20022019,9685276,0.275831554473731,1.19480011653245,0.187222135377514,3384808,,3384808
0.684750072949255,25.1780104712042,0.646330884731213,1550710659006,0.0572624554729106,true,r1_190220.csv,9685283,0.289091257576638,1.20600620832988,0.3754671931239,3384382,,3330875
0.622305910513862,10.2612612612613,0.582097329565718,1550716850777,0.414575818499331,false,final_result_2102.csv,9685284,0.277031885853981,1.18609695280632,0.237674483072649,3384808,,3384808
0.646661141943197,15.750418760469,0.627697711097554,1550730600008,0.329185248128941,false,round1b_k-sep_v2-1.csv,9685285,0.317271951618701,1.15454935127549,0.351003857092366,3371544,,3379820
0.713171764840836,9999,0.644471843551638,1550740234538,0.401294160134725,false,seed_2,9685286,0.360454991632187,1.10484856523227,0.408529135586555,3324878,,3321703
0.696259309933845,12.2100396301189,0.622270166296183,1550767188031,0.394310709784298,false,Feb21_submission.tsv,9685287,0.385458290788694,1.12696557198503,0.339560163234176,3319559,,3319559
0.581267586129369,1665.66666666667,0.568815456355965,1550777884340,0.147560980359241,false,NFPSSM_DevTrain_A06,9685290,0.167599305340615,1.30235594862699,0.20557099678654,3378762,,3323762
0.644578639975622,525.315789473684,0.578426903440855,1550806820258,0.428345932014213,true,v_190222,9685292,0.298803831183193,1.19472041877187,0.259210136943767,3385627,,3385627
0.687622225224289,Inf,0.62867983258708,1550824849532,0.194726954632262,false,r1_190221,9685293,0.316743140677791,1.19839573261568,0.356943242578748,3384382,,3330504
0.630019786567811,1.82246683601468,0.578280594070576,1550825406584,0.418556193223579,false,agent_porcupine.csv,9685294,0.283230894673938,1.17794276083032,0.20817101901937,3384808,,3384808
0.704828631184761,4999,0.647977620860313,1550830414796,0.373042096856745,false,0222,9685295,0.363775965035703,1.14585646346255,0.40012059990368,3324878,,3321703
0.655598490850696,44.045045045045,0.604766303307061,1550838123740,0.416009543360309,false,Friday_20190222,9685296,0.284283918157964,1.2021978823755,0.249779766464915,3383440,,3383440
0.656343736112611,5.38569604086845,0.622531668277093,1550853275439,0.35507133796238,false,round1b_k-sep_v2-2.csv,9685297,0.345162803931076,1.11913206567073,0.365887484912073,3371544,,3379820
0.581848366436509,9999,0.569690458623979,1550872845792,0.0751563299225796,false,NFP4L32,9685300,0.2107291395825,1.47513438174542,0.203410238472905,3378762,,3323762
0.678517902943506,1.55102040816327,0.632509839389049,1550922579578,0.391162304836966,false,round1b_k-sep_v2-3.csv,9685302,0.358722490567296,1.14626264796237,0.309507742116055,3371544,,3379820
0.579777331830425,NA,0.574481566408354,1550968746960,0.107775387924966,true,submitted.csv,9685303,0.213040411150853,1.2035313517613,0.200190556229547,3361766,,3361766
0.58986732617245,2.09119010819165,0.572176730498565,1551038406045,0.404645673443158,false,NFP4L_scaled2,9685305,0.177219824233259,1.64510651488827,0.203300896271893,3378762,,3323762
0.645349945053928,2.11235605353252,0.599558189249576,1551077242629,0.423221250988135,false,version_190225,9685306,0.297924408498734,1.1784199254617,0.24716846484427,3385627,,3385627
0.664123168478571,27.4090909090909,0.610563414317525,1551089616689,0.395617939180487,true,agent_oak.csv,9685309,0.287989561030273,1.1985266921824,0.300599614558265,3384808,,3384808
0.567618675650739,125.582278481013,0.577025708788203,1551091462066,0.176782415808867,false,sub25_2,9685310,0.157878232257088,1.30464523172767,0.225658864355897,3380843,,3379682
0.654591766482076,16.921146953405,0.609474923360022,1551124272281,0.451906495346966,true,NFP4L_E16,9685320,0.31821615107678,1.27191137016788,0.285948185046497,3378762,,3323762
0.63601383746023,1.98329355608592,0.601254509896769,1551146896223,0.408690952452305,false,v_190225,9685325,0.291963577046999,1.18371683392092,0.268804362422367,3385627,,3385627
0.672507930833421,0,0.617441341414478,1551147496801,0.372674441885025,false,agent_oak.csv,9685326,0.30384795624731,1.19493396189561,0.278256585975628,3384808,,3384808
0.718125385490414,Inf,0.651689161317796,1551188762480,0.33484785663983,false,0223,9685330,0.374786634021278,1.13241380413523,0.389732486183998,3324878,,3321703
0.662601237789714,908.090909090909,0.615904795441531,1551231896238,0.445480622670081,false,baseline_5_20190227,9685339,0.33602064710632,1.15832577802722,0.251443500939192,3383422,,3383422
0.642739913863564,1.35404896421846,0.598906489818967,1551231981376,0.40867860171734,false,v_190226,9685340,0.302419318767076,1.17259531534393,0.249667525643923,3385627,,3385627
0.663471394466126,25.525198938992,0.611402179773901,1551266798915,0.388288734699051,false,agent_lynx.csv,9685342,0.297990332327863,1.16506400885319,0.300451944244103,3384808,,3384808
0.570302874663821,4999,0.568757621667549,1551302245313,0.209272837121244,false,submitted_3.csv,9685352,0.177436204391563,1.18791734859073,0.216099187188256,3361766,,3361766
0.637890515228318,3.40917107583774,0.604231545906527,1551306566988,0.428661443692442,true,NFP4L_Tempo_D04_E14,9685355,0.275392864301699,1.28162798893354,0.29123504332437,3378762,,3323762
0.638082186900482,11.30012300123,0.61053078062769,1551316439804,0.410519803388955,false,NFP4L_LCO_E42,9685361,0.311765818382403,1.31900023265287,0.30271244954727,3378762,,3323762
0.656440456666075,99,0.607214127489924,1551431584094,0.393182838378778,false,agent_giraffe.csv,9685393,0.296166391657033,1.19120133071928,0.285741905425599,3384808,,3384808
0.702206497101602,Inf,0.655287017007568,1551439195950,0.268235656743019,false,0301,9685394,0.382721473237961,1.1189267949357,0.386492499115476,3324878,,3321703
0.570935801619968,Inf,0.567291259844748,1551608367816,0.113915004030578,false,predictions.csv,9685403,0.181891437722692,1.16225701491855,0.153968639196712,3361766,,3361766
,,,1551687394434,,,baseline_yq_20190304,9685416,,,,3383422,,3383422
0.690504515948614,Inf,0.632801103173627,1551692876594,0.230821212477236,false,r1_190304.csv,9685418,0.304864242964702,1.22808764148928,0.361117581861811,3384382,,3330875
0.564697578569376,Inf,0.565660068231767,1551698965499,0.431114761794605,false,predictions1.csv,9685422,0.196840764618561,1.16281329571382,0.16797696639931,3361766,,3361766
0.537747755456036,NA,0.51639488273709,1551782825189,0.428860170769529,true,round_1_template_pred.csv,9685450,0.0500821564624972,6.26760805244242,0.037200687562197,3379046,,3378796
0.549934870921349,3.75511174512601,0.515568025609603,1551863796964,0.429932099605909,false,round_1_template_pred_imp.csv,9685462,0.0439942305126163,6.23089928584205,0.054275717023717,3379046,,3378796
0.690343786164273,Inf,0.638321172865446,1551884120834,0.325074553526154,false,r1_190306,9685463,0.319672646053783,1.21690270934582,0.350034356065658,3384382,,3330504
0.701730161462848,Inf,0.617944732925771,1551925187557,0.215791178027927,true,new_round1b.csv,9685486,0.365721144526613,1.24274970703598,0.276892942550351,3380543,,3380543
0.693263398454626,Inf,0.630872574391214,1551957224740,0.309061734408464,false,r1_190307,9685489,0.300454775996769,1.20823245928761,0.359716979014328,3384382,,3330504
0.640952655681083,Inf,0.612737193671875,1552025834251,0.383583368843412,false,08032019,9685505,0.306696134833888,1.17480027898258,0.28494307117955,3384808,,3384808
0.656038289606756,Inf,0.614407302848925,1552028047078,0.440453635884357,false,baseline_20190308,9685506,0.320636380358648,1.17179053151097,0.317621080295229,3383422,,3383422
0.664247488828963,7.19000819000819,0.609158026341389,1552099598893,0.446886017235019,false,baseline_20190309,9685516,0.283055055353889,1.15772896549771,0.298937743987153,3383422,,3383422
,,,1552264623400,,,prediction_DL.csv,9685520,,,,3361766,,3361766
0.516188141781856,NA,0.460020473717416,1552283107920,0.0,true,log_kd.csv,9685523,-0.105230911081756,3.00439651662588,-0.0530474790844585,3381089,,3381089
0.689801174558473,1.88850375505488,0.624775486828055,1552307089751,0.459273110836718,false,RLS-reg-1,9685526,0.335878821116269,1.24907676732926,0.331359696860354,3383766,,3383766
0.559036985137212,9999,0.561834834145787,1552345105179,0.454188027404896,false,idg_March_11.csv,9685536,0.17388926089926,1.1872456859369,0.164063930169461,3361766,,3361766
0.565866416962578,Inf,0.571107567771803,1552356548804,0.427613408067688,false,idg_March_12.csv,9685543,0.192417417486163,1.16370070974783,0.16115040318889,3361766,,3361766
0.672237762249043,Inf,0.605564102537273,1552390360124,0.342077736560254,false,mid3.csv,9685552,0.302212684122726,1.17442503778776,0.293833654542561,3384808,,3384808
0.692329160452415,2.62844702467344,0.615177699074829,1552393110322,0.456626037362593,false,round1b-mtl,9685553,0.310766934833465,1.19972071184727,0.338814727194531,3383766,,3383766
0.698395241031242,2.73412994772218,0.619231662427657,1552401330829,0.414818218142822,false,Mar12_submission.tsv,9685554,0.396706504021184,1.13277033951918,0.305256541838365,3319559,,3319559
0.507647380074605,16.6678445229682,0.465041622799128,1552429924185,0.44024091102842,false,r1000.csv,9685570,-0.0748376908918688,3.01937684900645,-0.080909380027123,3381089,,3381089
